"text","label","explain"
"914","CARDINAL","Numerals that do not fall under another type"
"238","CARDINAL","Numerals that do not fall under another type"
"Darque Side","ORG","Companies, agencies, institutions, etc."
"Micro Link","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"408","CARDINAL","Numerals that do not fall under another type"
"245","CARDINAL","Numerals that do not fall under another type"
"SPAM","ORG","Companies, agencies, institutions, etc."
"Terrapin Station","FAC","Buildings, airports, highways, bridges, etc."
"AE","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"505","CARDINAL","Numerals that do not fall under another type"
"865 0883","DATE","Absolute or relative dates or periods"
"Coca Cola","ORG","Companies, agencies, institutions, etc."
"Pez  Devotees","ORG","Companies, agencies, institutions, etc."
"Dodgeball","PERSON","People, including fictional"
"n s","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"m e s                                                                                          1","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"1","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"Coding                    Book","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"5","CARDINAL","Numerals that do not fall under another type"
"6","CARDINAL","Numerals that do not fall under another type"
"7","CARDINAL","Numerals that do not fall under another type"
"8","CARDINAL","Numerals that do not fall under another type"
"9","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"1.1","CARDINAL","Numerals that do not fall under another type"
"1.2","CARDINAL","Numerals that do not fall under another type"
"ten thousand","CARDINAL","Numerals that do not fall under another type"
"Yin","PERSON","People, including fictional"
"Yang","PERSON","People, including fictional"
"COBOL","ORG","Companies, agencies, institutions, etc."
"1.3","CARDINAL","Numerals that do not fall under another type"
"Yin","PERSON","People, including fictional"
"Yang","PERSON","People, including fictional"
"Tao","PERSON","People, including fictional"
"Tao","ORG","Companies, agencies, institutions, etc."
"Tao","ORG","Companies, agencies, institutions, etc."
"Tao","PERSON","People, including fictional"
"3","QUANTITY","Measurements, as of weight or distance"
"three days","DATE","Absolute or relative dates or periods"
"2.1","CARDINAL","Numerals that do not fall under another type"
"Tao","GPE","Countries, cities, states"
"2.2","CARDINAL","Numerals that do not fall under another type"
"Turing","PERSON","People, including fictional"
"2.3","CARDINAL","Numerals that do not fall under another type"
"Tao","ORG","Companies, agencies, institutions, etc."
"2.4","CARDINAL","Numerals that do not fall under another type"
"Tao","ORG","Companies, agencies, institutions, etc."
"Programmer","PERSON","People, including fictional"
"3.1","CARDINAL","Numerals that do not fall under another type"
"millions   of dollars","MONEY","Monetary values, including unit"
"next day","DATE","Absolute or relative dates or periods"
"yesterday","DATE","Absolute or relative dates or periods"
"today","DATE","Absolute or relative dates or periods"
"final day","DATE","Absolute or relative dates or periods"
"Thief","PERSON","People, including fictional"
"3.2","CARDINAL","Numerals that do not fall under another type"
"Tao","ORG","Companies, agencies, institutions, etc."
"3.3","CARDINAL","Numerals that do not fall under another type"
"Wu","PERSON","People, including fictional"
"Wu","PERSON","People, including fictional"
"3.4","CARDINAL","Numerals that do not fall under another type"
"five","CARDINAL","Numerals that do not fall under another type"
"one year","DATE","Absolute or relative dates or periods"
"ten","CARDINAL","Numerals that do not fall under another type"
"two   years","DATE","Absolute or relative dates or periods"
"hundred","CARDINAL","Numerals that do not fall under another type"
"4.1","CARDINAL","Numerals that do not fall under another type"
"4.2","CARDINAL","Numerals that do not fall under another type"
"Tao","ORG","Companies, agencies, institutions, etc."
"Tao","ORG","Companies, agencies, institutions, etc."
"Tao","ORG","Companies, agencies, institutions, etc."
"4.3","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"Tao","ORG","Companies, agencies, institutions, etc."
"DOS","ORG","Companies, agencies, institutions, etc."
"today","DATE","Absolute or relative dates or periods"
"4.4","CARDINAL","Numerals that do not fall under another type"
"Prince Wang's","PERSON","People, including fictional"
"Tao","PERSON","People, including fictional"
"first","ORDINAL","""first"", ""second"", etc."
"three   years","DATE","Absolute or relative dates or periods"
"8","CARDINAL","Numerals that do not fall under another type"
"three","CARDINAL","Numerals that do not fall under another type"
"5.1","CARDINAL","Numerals that do not fall under another type"
"5.2","CARDINAL","Numerals that do not fall under another type"
"tomorrow","DATE","Absolute or relative dates or periods"
"at least two weeks","DATE","Absolute or relative dates or periods"
"Several years later","DATE","Absolute or relative dates or periods"
"night","TIME","Times smaller than a day"
"5.3","CARDINAL","Numerals that do not fall under another type"
"many days","DATE","Absolute or relative dates or periods"
"9","CARDINAL","Numerals that do not fall under another type"
"6.1","CARDINAL","Numerals that do not fall under another type"
"quarterly","DATE","Absolute or relative dates or periods"
"Tao of Programming","WORK_OF_ART","Titles of books, songs, etc."
"6.2","CARDINAL","Numerals that do not fall under another type"
"6.3","CARDINAL","Numerals that do not fall under another type"
"10","CARDINAL","Numerals that do not fall under another type"
"hours","TIME","Times smaller than a day"
"nine","CARDINAL","Numerals that do not fall under another type"
"  morning","TIME","Times smaller than a day"
"five in the afternoon","TIME","Times smaller than a day"
"working hours","TIME","Times smaller than a day"
"noon","TIME","Times smaller than a day"
"wee hours of the morning","TIME","Times smaller than a day"
"11","CARDINAL","Numerals that do not fall under another type"
"W","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"7.1","CARDINAL","Numerals that do not fall under another type"
"7.2","CARDINAL","Numerals that do not fall under another type"
"Corporate Headquarters","WORK_OF_ART","Titles of books, songs, etc."
"7.3","CARDINAL","Numerals that do not fall under another type"
"Ivory Tower","FAC","Buildings, airports, highways, bridges, etc."
"sixth","ORDINAL","""first"", ""second"", etc."
"several hundred","CARDINAL","Numerals that do not fall under another type"
"12","CARDINAL","Numerals that do not fall under another type"
"magician","PERSON","People, including fictional"
"Several days later","DATE","Absolute or relative dates or periods"
"7.4","CARDINAL","Numerals that do not fall under another type"
"Tao","ORG","Companies, agencies, institutions, etc."
"8.1","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"8.2","CARDINAL","Numerals that do not fall under another type"
"one day","DATE","Absolute or relative dates or periods"
"three","CARDINAL","Numerals that do not fall under another type"
"8.3","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"end of their days","DATE","Absolute or relative dates or periods"
"14","CARDINAL","Numerals that do not fall under another type"
"Yin","PERSON","People, including fictional"
"Yang","PERSON","People, including fictional"
"Firmware","PERSON","People, including fictional"
"Firmware","ORG","Companies, agencies, institutions, etc."
"Tao","ORG","Companies, agencies, institutions, etc."
"Yin","PERSON","People, including fictional"
"Yang","PERSON","People, including fictional"
"Programmer","PERSON","People, including fictional"
"16","CARDINAL","Numerals that do not fall under another type"
"FOLLOWING","ORG","Companies, agencies, institutions, etc."
"Earth","LOC","Non-GPE locations, mountain ranges, bodies of water"
"2","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"5","CARDINAL","Numerals that do not fall under another type"
"6","CARDINAL","Numerals that do not fall under another type"
"QUICKLY","PERSON","People, including fictional"
"Article 88 of rec.humor.funny  Path","LAW","Named documents made into laws."
"UUCP Newsgroups","PERSON","People, including fictional"
"Keywords","NORP","Nationalities or religious or political groups"
"2844","CARDINAL","Numerals that do not fall under another type"
"UUCP","ORG","Companies, agencies, institutions, etc."
"1","CARDINAL","Numerals that do not fall under another type"
"05","CARDINAL","Numerals that do not fall under another type"
"UUCP","ORG","Companies, agencies, institutions, etc."
"277","CARDINAL","Numerals that do not fall under another type"
"UUCP","ORG","Companies, agencies, institutions, etc."
"neat.ai.toronto.edu!pyramid!verdix!ogccse!tektronix!aerospace.aero.org!sequent!aero!obrien     ","PERSON","People, including fictional"
"Mike O'Brien","PERSON","People, including fictional"
"Aerospace Corporation","ORG","Companies, agencies, institutions, etc."
"Subj","ORG","Companies, agencies, institutions, etc."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"one day","DATE","Absolute or relative dates or periods"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"VAXherds","ORG","Companies, agencies, institutions, etc."
"750","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"RA60","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"IBM","ORG","Companies, agencies, institutions, etc."
"3090","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"three","CARDINAL","Numerals that do not fall under another type"
"IBM","ORG","Companies, agencies, institutions, etc."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"750","CARDINAL","Numerals that do not fall under another type"
"750","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"VAXherds","ORG","Companies, agencies, institutions, etc."
"User","PERSON","People, including fictional"
"VAXherd","ORG","Companies, agencies, institutions, etc."
"ELFI","ORG","Companies, agencies, institutions, etc."
"750","CARDINAL","Numerals that do not fall under another type"
"IBM","ORG","Companies, agencies, institutions, etc."
"Comptroller","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Comptroller","PERSON","People, including fictional"
"five feet","QUANTITY","Measurements, as of weight or distance"
"85","DATE","Absolute or relative dates or periods"
"Zurich","GPE","Countries, cities, states"
"about 65","DATE","Absolute or relative dates or periods"
"two","CARDINAL","Numerals that do not fall under another type"
"about an hour","TIME","Times smaller than a day"
"nightly","DATE","Absolute or relative dates or periods"
"IBM","ORG","Companies, agencies, institutions, etc."
"Sigh","PERSON","People, including fictional"
"IBM","ORG","Companies, agencies, institutions, etc."
"75","CARDINAL","Numerals that do not fall under another type"
"45","CARDINAL","Numerals that do not fall under another type"
"runnin","PERSON","People, including fictional"
"750","FAC","Buildings, airports, highways, bridges, etc."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"first","ORDINAL","""first"", ""second"", etc."
"eight","CARDINAL","Numerals that do not fall under another type"
"LA100 buzz","QUANTITY","Measurements, as of weight or distance"
"about a minute","TIME","Times smaller than a day"
"750","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"four","CARDINAL","Numerals that do not fall under another type"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"day","DATE","Absolute or relative dates or periods"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"one","CARDINAL","Numerals that do not fall under another type"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"24 hour","TIME","Times smaller than a day"
"Chinese","NORP","Nationalities or religious or political groups"
"One day","DATE","Absolute or relative dates or periods"
"750","CARDINAL","Numerals that do not fall under another type"
"National Debt","ORG","Companies, agencies, institutions, etc."
"ELFI","ORG","Companies, agencies, institutions, etc."
"Monday","DATE","Absolute or relative dates or periods"
"trillion            dollars","MONEY","Monetary values, including unit"
"Switzerland","GPE","Countries, cities, states"
"Bahamas","GPE","Countries, cities, states"
"about five hours","TIME","Times smaller than a day"
"IBM","ORG","Companies, agencies, institutions, etc."
"3090","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"750","CARDINAL","Numerals that do not fall under another type"
"7 AM","TIME","Times smaller than a day"
"10 AM","TIME","Times smaller than a day"
"first five minutes","TIME","Times smaller than a day"
"one minute","TIME","Times smaller than a day"
"fifth minute","TIME","Times smaller than a day"
"two minutes","TIME","Times smaller than a day"
"3090","DATE","Absolute or relative dates or periods"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"five minutes","TIME","Times smaller than a day"
"3090","DATE","Absolute or relative dates or periods"
"last week","DATE","Absolute or relative dates or periods"
"half","CARDINAL","Numerals that do not fall under another type"
"six","CARDINAL","Numerals that do not fall under another type"
"about half","CARDINAL","Numerals that do not fall under another type"
"175","CARDINAL","Numerals that do not fall under another type"
"IBM","ORG","Companies, agencies, institutions, etc."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"IBM Field            Service","ORG","Companies, agencies, institutions, etc."
"3090","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"About twenty minutes later","TIME","Times smaller than a day"
"IBM","ORG","Companies, agencies, institutions, etc."
"dozens","CARDINAL","Numerals that do not fall under another type"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"May","DATE","Absolute or relative dates or periods"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Several hours later","TIME","Times smaller than a day"
"trillion            dollars","MONEY","Monetary values, including unit"
"2","CARDINAL","Numerals that do not fall under another type"
"5","CARDINAL","Numerals that do not fall under another type"
"Switzerland","GPE","Countries, cities, states"
"Bahamas","GPE","Countries, cities, states"
"IBM","ORG","Companies, agencies, institutions, etc."
"one","CARDINAL","Numerals that do not fall under another type"
"3090","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Big            Blue Country","ORG","Companies, agencies, institutions, etc."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"750","CARDINAL","Numerals that do not fall under another type"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Monday","DATE","Absolute or relative dates or periods"
"19","CARDINAL","Numerals that do not fall under another type"
"Oct 1987","DATE","Absolute or relative dates or periods"
"Brad Templeton","PERSON","People, including fictional"
"MAIL","PERSON","People, including fictional"
"UUCP Attribute","ORG","Companies, agencies, institutions, etc."
"about 30","CARDINAL","Numerals that do not fall under another type"
"Department of Computer Sciences Purdue University","ORG","Companies, agencies, institutions, etc."
"West Lafayette","GPE","Countries, cities, states"
"47907 2004","DATE","Absolute or relative dates or periods"
"2 November 1988","DATE","Absolute or relative dates or periods"
"thousands","CARDINAL","Numerals that do not fall under another type"
"many days","DATE","Absolute or relative dates or periods"
"two","CARDINAL","Numerals that do not fall under another type"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"1988","DATE","Absolute or relative dates or periods"
"Eugene H. Spafford","PERSON","People, including fictional"
"November 29, 1988","DATE","Absolute or relative dates or periods"
"Department of Computer Sciences","ORG","Companies, agencies, institutions, etc."
"West Lafayette","GPE","Countries, cities, states"
"47907 2004","DATE","Absolute or relative dates or periods"
"2 November 1988","DATE","Absolute or relative dates or periods"
"6 PM EST","TIME","Times smaller than a day"
"Sun Microsystems Sun 3","ORG","Companies, agencies, institutions, etc."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"4","CARDINAL","Numerals that do not fall under another type"
"Ritc79","ORG","Companies, agencies, institutions, etc."
"late Thursday night","TIME","Times smaller than a day"
"University of California at Berkeley","ORG","Companies, agencies, institutions, etc."
"Massachusetts","GPE","Countries, cities, states"
"Institute of Technology","ORG","Companies, agencies, institutions, etc."
"5 AM EST","TIME","Times smaller than a day"
"Thursday","DATE","Absolute or relative dates or periods"
"morning","TIME","Times smaller than a day"
"less than 12 hours","TIME","Times smaller than a day"
"Computer Systems Research Group","ORG","Companies, agencies, institutions, etc."
"Berkeley","ORG","Companies, agencies, institutions, etc."
"one","CARDINAL","Numerals that do not fall under another type"
"about 7 PM EST","TIME","Times smaller than a day"
"Thursday","DATE","Absolute or relative dates or periods"
"Berkeley","ORG","Companies, agencies, institutions, etc."
"November 8","DATE","Absolute or relative dates or periods"
"National Computer Security Center","ORG","Companies, agencies, institutions, etc."
"Baltimore","GPE","Countries, cities, states"
"one","CARDINAL","Numerals that do not fall under another type"
"November 27","DATE","Absolute or relative dates or periods"
"at least five","CARDINAL","Numerals that do not fall under another type"
"at least ten","CARDINAL","Numerals that do not fall under another type"
"Section 3","LAW","Named documents made into laws."
"Appendix","GPE","Countries, cities, states"
"few weeks","DATE","Absolute or relative dates or periods"
"three","CARDINAL","Numerals that do not fall under another type"
"Two","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"One","CARDINAL","Numerals that do not fall under another type"
"Berkeley","ORG","Companies, agencies, institutions, etc."
"Computer Systems Research Group","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"2.1","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"John Brunner","PERSON","People, including fictional"
"1975","DATE","Absolute or relative dates or periods"
"Shockwave Rider","WORK_OF_ART","Titles of books, songs, etc."
"Brun75","CARDINAL","Numerals that do not fall under another type"
"1979 1981","DATE","Absolute or relative dates or periods"
"Xerox PARC","ORG","Companies, agencies, institutions, etc."
"1982","DATE","Absolute or relative dates or periods"
"Communications of the","ORG","Companies, agencies, institutions, etc."
"ACM","ORG","Companies, agencies, institutions, etc."
"Shoc82","CARDINAL","Numerals that do not fall under another type"
"PARC","ORG","Companies, agencies, institutions, etc."
"Worm","EVENT","Named hurricanes, battles, wars, sports events, etc."
"2.2","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"David Gerrold","PERSON","People, including fictional"
"G.O.D.","PERSON","People, including fictional"
"Harlie","PERSON","People, including fictional"
"VIRUS","PERSON","People, including fictional"
"VIRUS","ORG","Companies, agencies, institutions, etc."
"VIRUS","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"VIRUS","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Fred Cohen","PERSON","People, including fictional"
"USC","GPE","Countries, cities, states"
"first","ORDINAL","""first"", ""second"", etc."
"November 3, 1983","DATE","Absolute or relative dates or periods"
"Dewd85","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"3.1","CARDINAL","Numerals that do not fall under another type"
"Worm","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"days","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"Next","ORG","Companies, agencies, institutions, etc."
"Berkeley","ORG","Companies, agencies, institutions, etc."
"Appendix","GPE","Countries, cities, states"
"Sendmail","PERSON","People, including fictional"
"25","CARDINAL","Numerals that do not fall under another type"
"Post82","CARDINAL","Numerals that do not fall under another type"
"DEBUG","ORG","Companies, agencies, institutions, etc."
"Berkeley","GPE","Countries, cities, states"
"OS","ORG","Companies, agencies, institutions, etc."
"Berkeley Computer Systems Research Group","ORG","Companies, agencies, institutions, etc."
"FTP","ORG","Companies, agencies, institutions, etc."
"ucbarpa.berkeley.edu","ORG","Companies, agencies, institutions, etc."
" end of November 1988","DATE","Absolute or relative dates or periods"
"DEBUG","ORG","Companies, agencies, institutions, etc."
"Berkeley","ORG","Companies, agencies, institutions, etc."
"One","CARDINAL","Numerals that do not fall under another type"
"DEBUG","ORG","Companies, agencies, institutions, etc."
"FTP","ORG","Companies, agencies, institutions, etc."
"Appendix D.","ORG","Companies, agencies, institutions, etc."
"3.2","CARDINAL","Numerals that do not fall under another type"
"only two","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"One","CARDINAL","Numerals that do not fall under another type"
"extra dozen","CARDINAL","Numerals that do not fall under another type"
"1 second","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"Section 5","LAW","Named documents made into laws."
"two","CARDINAL","Numerals that do not fall under another type"
"Appendix","GPE","Countries, cities, states"
"1","CARDINAL","Numerals that do not fall under another type"
"32341","CARDINAL","Numerals that do not fall under another type"
"8712440","DATE","Absolute or relative dates or periods"
"14481910","DATE","Absolute or relative dates or periods"
"2","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"2a","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"Appendix","GPE","Countries, cities, states"
"x14481910","GPE","Countries, cities, states"
"32341 8712440","DATE","Absolute or relative dates or periods"
"x14481910 x14481910.c","PERSON","People, including fictional"
"``DONE","WORK_OF_ART","Titles of books, songs, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"Appendix","GPE","Countries, cities, states"
"32341 8712440","DATE","Absolute or relative dates or periods"
"x14481910 x14481910.c","PERSON","People, including fictional"
"up to 2 minutes","TIME","Times smaller than a day"
"3","CARDINAL","Numerals that do not fall under another type"
"three","CARDINAL","Numerals that do not fall under another type"
"Sun","ORG","Companies, agencies, institutions, etc."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"4","CARDINAL","Numerals that do not fall under another type"
"x14481910","GPE","Countries, cities, states"
"just two","CARDINAL","Numerals that do not fall under another type"
"5","CARDINAL","Numerals that do not fall under another type"
"6","CARDINAL","Numerals that do not fall under another type"
"Next","ORG","Companies, agencies, institutions, etc."
"7","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"8","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"three","CARDINAL","Numerals that do not fall under another type"
"8a","CARDINAL","Numerals that do not fall under another type"
"usr ucb rsh","PERSON","People, including fictional"
"usr bin rsh","PERSON","People, including fictional"
"1","CARDINAL","Numerals that do not fall under another type"
"2a","CARDINAL","Numerals that do not fall under another type"
"8b","CARDINAL","Numerals that do not fall under another type"
"536","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"68732f","DATE","Absolute or relative dates or periods"
"bin","PERSON","People, including fictional"
"3","CARDINAL","Numerals that do not fall under another type"
"0","CARDINAL","Numerals that do not fall under another type"
"0","CARDINAL","Numerals that do not fall under another type"
"TCP","ORG","Companies, agencies, institutions, etc."
"1","CARDINAL","Numerals that do not fall under another type"
"2a","CARDINAL","Numerals that do not fall under another type"
"Suns","ORG","Companies, agencies, institutions, etc."
"Sun","ORG","Companies, agencies, institutions, etc."
"8c","CARDINAL","Numerals that do not fall under another type"
"2b","CARDINAL","Numerals that do not fall under another type"
"9","CARDINAL","Numerals that do not fall under another type"
"Next","ORG","Companies, agencies, institutions, etc."
"five","CARDINAL","Numerals that do not fall under another type"
"7","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"four","CARDINAL","Numerals that do not fall under another type"
"five","CARDINAL","Numerals that do not fall under another type"
"fifth","ORDINAL","""first"", ""second"", etc."
"fifth","ORDINAL","""first"", ""second"", etc."
"four","CARDINAL","Numerals that do not fall under another type"
"9a","CARDINAL","Numerals that do not fall under another type"
"9b","CARDINAL","Numerals that do not fall under another type"
"100","CARDINAL","Numerals that do not fall under another type"
"5","CARDINAL","Numerals that do not fall under another type"
"User","PERSON","People, including fictional"
"first","ORDINAL","""first"", ""second"", etc."
"30","CARDINAL","Numerals that do not fall under another type"
"10","CARDINAL","Numerals that do not fall under another type"
"9c","CARDINAL","Numerals that do not fall under another type"
"third","ORDINAL","""first"", ""second"", etc."
"Appendix","GPE","Countries, cities, states"
"432","CARDINAL","Numerals that do not fall under another type"
"10","CARDINAL","Numerals that do not fall under another type"
"9d","CARDINAL","Numerals that do not fall under another type"
"fourth","ORDINAL","""first"", ""second"", etc."
"10","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"10a","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"10b","DATE","Absolute or relative dates or periods"
"1","CARDINAL","Numerals that do not fall under another type"
"2a","CARDINAL","Numerals that do not fall under another type"
"9","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"third","ORDINAL","""first"", ""second"", etc."
"One","CARDINAL","Numerals that do not fall under another type"
"seven","CARDINAL","Numerals that do not fall under another type"
"TCP","ORG","Companies, agencies, institutions, etc."
"UDP","ORG","Companies, agencies, institutions, etc."
"ernie.berkeley.edu","ORG","Companies, agencies, institutions, etc."
"10","CARDINAL","Numerals that do not fall under another type"
"15","CARDINAL","Numerals that do not fall under another type"
"byte","PERSON","People, including fictional"
"ernie","ORG","Companies, agencies, institutions, etc."
"TCP","ORG","Companies, agencies, institutions, etc."
"UDP","ORG","Companies, agencies, institutions, etc."
"Berkeley","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"First","ORDINAL","""first"", ""second"", etc."
"Secondly","ORDINAL","""first"", ""second"", etc."
"600 seconds","TIME","Times smaller than a day"
"more than 12 hours","TIME","Times smaller than a day"
"12 hours","TIME","Times smaller than a day"
"5","CARDINAL","Numerals that do not fall under another type"
"5.1","CARDINAL","Numerals that do not fall under another type"
"12","CARDINAL","Numerals that do not fall under another type"
"up to 12","CARDINAL","Numerals that do not fall under another type"
"six","CARDINAL","Numerals that do not fall under another type"
"0x01","CARDINAL","Numerals that do not fall under another type"
"320","CARDINAL","Numerals that do not fall under another type"
"Gateway List","PERSON","People, including fictional"
"scan_gateways","DATE","Absolute or relative dates or periods"
"5.1.3","ORG","Companies, agencies, institutions, etc."
"11","CARDINAL","Numerals that do not fall under another type"
"5.1.4","CARDINAL","Numerals that do not fall under another type"
"5.1.5","CARDINAL","Numerals that do not fall under another type"
"Appendix","GPE","Countries, cities, states"
"5.2","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"doit","PERSON","People, including fictional"
"crypt","PERSON","People, including fictional"
"h_addaddr","PERSON","People, including fictional"
"h_addname","GPE","Countries, cities, states"
"h_name2host","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"supports_rsh","ORG","Companies, agencies, institutions, etc."
"attack_network","ORG","Companies, agencies, institutions, etc."
"attack_user","PERSON","People, including fictional"
"crack_0","PERSON","People, including fictional"
"crack_1","PERSON","People, including fictional"
"crack_2","FAC","Buildings, airports, highways, bridges, etc."
"crack_3","ORG","Companies, agencies, institutions, etc."
"try_fingerd","FAC","Buildings, airports, highways, bridges, etc."
"try_password","ORG","Companies, agencies, institutions, etc."
"other_sleep","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"one","CARDINAL","Numerals that do not fall under another type"
"doit","PERSON","People, including fictional"
"doit","PERSON","People, including fictional"
"First","ORDINAL","""first"", ""second"", etc."
"one","CARDINAL","Numerals that do not fall under another type"
"Berkeley","GPE","Countries, cities, states"
"12","CARDINAL","Numerals that do not fall under another type"
"30","CARDINAL","Numerals that do not fall under another type"
"at least one","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"120","CARDINAL","Numerals that do not fall under another type"
"more than 12 hours","TIME","Times smaller than a day"
"other_sleep","ORG","Companies, agencies, institutions, etc."
"crack_2","ORG","Companies, agencies, institutions, etc."
"greater than 10","CARDINAL","Numerals that do not fall under another type"
"attack_network","ORG","Companies, agencies, institutions, etc."
"First","ORDINAL","""first"", ""second"", etc."
"13","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"six","CARDINAL","Numerals that do not fall under another type"
"dozen","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"20","CARDINAL","Numerals that do not fall under another type"
"supports_rsh","ORG","Companies, agencies, institutions, etc."
"attack_user","PERSON","People, including fictional"
"Suns","ORG","Companies, agencies, institutions, etc."
"VAXen","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"5.2.5","CARDINAL","Numerals that do not fall under another type"
